comp,power,level,tier,shape,limit,fights,winRate,timeoutRate,wipeRate,avgMarginWin,avgDurationWin,avgDowned,avgHpLostPct,tankTargetPct,expRewardMult
trio-utility,geared,1,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,1,solo,180,200,1.000,0.000,0.000,0.975,1.6,0.00,0.025,—,1.517
trio-utility,geared,5,1,solo,300,200,1.000,0.000,0.000,0.976,1.6,0.00,0.024,—,1.518
trio-utility,geared,5,1,pack,180,200,1.000,0.000,0.000,0.854,9.5,0.00,0.146,—,1.456
trio-utility,geared,5,1,pack,300,200,1.000,0.000,0.000,0.853,9.6,0.00,0.147,—,1.455
trio-utility,geared,5,1,boss,180,200,1.000,0.000,0.000,0.786,19.1,0.01,0.214,—,1.421
trio-utility,geared,5,1,boss,300,200,1.000,0.000,0.000,0.787,18.8,0.01,0.213,—,1.421
trio-utility,geared,5,2,solo,180,200,1.000,0.000,0.000,0.916,4.8,0.00,0.084,—,1.487
trio-utility,geared,5,2,solo,300,200,1.000,0.000,0.000,0.916,4.8,0.00,0.084,—,1.487
trio-utility,geared,5,2,pack,180,200,0.930,0.000,0.070,0.251,37.5,1.75,0.767,—,1.068
trio-utility,geared,5,2,pack,300,200,0.910,0.000,0.090,0.264,36.6,1.77,0.760,—,1.051
trio-utility,geared,5,2,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,2,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,3,solo,180,200,1.000,0.000,0.000,0.690,10.7,0.17,0.310,—,1.372
trio-utility,geared,5,3,solo,300,200,1.000,0.000,0.000,0.692,10.7,0.20,0.308,—,1.373
trio-utility,geared,5,3,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,3,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,3,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,3,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,4,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,4,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,5,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,5,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,1,solo,180,200,1.000,0.000,0.000,0.996,0.3,0.00,0.004,—,1.558
trio-utility,geared,10,1,solo,300,200,1.000,0.000,0.000,0.996,0.3,0.00,0.004,—,1.558
trio-utility,geared,10,1,pack,180,200,1.000,0.000,0.000,0.922,6.2,0.00,0.078,—,1.519
trio-utility,geared,10,1,pack,300,200,1.000,0.000,0.000,0.920,6.4,0.00,0.080,—,1.519
trio-utility,geared,10,1,boss,180,200,1.000,0.000,0.000,0.876,13.4,0.00,0.124,—,1.495
trio-utility,geared,10,1,boss,300,200,1.000,0.000,0.000,0.879,13.3,0.00,0.121,—,1.497
trio-utility,geared,10,2,solo,180,200,1.000,0.000,0.000,0.938,3.6,0.00,0.062,—,1.528
trio-utility,geared,10,2,solo,300,200,1.000,0.000,0.000,0.940,3.5,0.00,0.060,—,1.529
trio-utility,geared,10,2,pack,180,200,1.000,0.000,0.000,0.686,12.8,0.01,0.314,—,1.397
trio-utility,geared,10,2,pack,300,200,1.000,0.000,0.000,0.688,12.8,0.01,0.312,—,1.398
trio-utility,geared,10,2,boss,180,200,0.865,0.000,0.135,0.355,39.1,1.63,0.693,—,1.059
trio-utility,geared,10,2,boss,300,200,0.850,0.000,0.150,0.348,39.4,1.66,0.705,—,1.038
trio-utility,geared,10,3,solo,180,200,1.000,0.000,0.000,0.823,7.3,0.00,0.177,—,1.468
trio-utility,geared,10,3,solo,300,200,1.000,0.000,0.000,0.823,7.3,0.00,0.177,—,1.468
trio-utility,geared,10,3,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,3,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,3,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,3,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,4,solo,180,200,0.425,0.000,0.575,0.187,26.3,2.54,0.920,—,0.483
trio-utility,geared,10,4,solo,300,200,0.440,0.000,0.560,0.162,27.5,2.56,0.929,—,0.495
trio-utility,geared,10,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,5,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,10,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-utility,geared,20,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-utility,geared,20,1,pack,180,200,1.000,0.000,0.000,0.965,3.2,0.00,0.035,—,1.601
trio-utility,geared,20,1,pack,300,200,1.000,0.000,0.000,0.965,3.2,0.00,0.035,—,1.601
trio-utility,geared,20,1,boss,180,200,1.000,0.000,0.000,0.955,6.1,0.00,0.045,—,1.596
trio-utility,geared,20,1,boss,300,200,1.000,0.000,0.000,0.955,6.1,0.00,0.045,—,1.596
trio-utility,geared,20,2,solo,180,200,1.000,0.000,0.000,0.986,0.6,0.00,0.014,—,1.612
trio-utility,geared,20,2,solo,300,200,1.000,0.000,0.000,0.988,0.6,0.00,0.012,—,1.613
trio-utility,geared,20,2,pack,180,200,1.000,0.000,0.000,0.885,6.1,0.00,0.115,—,1.558
trio-utility,geared,20,2,pack,300,200,1.000,0.000,0.000,0.886,6.1,0.00,0.114,—,1.558
trio-utility,geared,20,2,boss,180,200,1.000,0.000,0.000,0.828,12.7,0.00,0.172,—,1.527
trio-utility,geared,20,2,boss,300,200,1.000,0.000,0.000,0.826,12.7,0.00,0.174,—,1.526
trio-utility,geared,20,3,solo,180,200,1.000,0.000,0.000,0.918,3.3,0.00,0.082,—,1.576
trio-utility,geared,20,3,solo,300,200,1.000,0.000,0.000,0.916,3.3,0.00,0.084,—,1.574
trio-utility,geared,20,3,pack,180,200,1.000,0.000,0.000,0.575,16.9,0.74,0.425,—,1.390
trio-utility,geared,20,3,pack,300,200,1.000,0.000,0.000,0.570,17.3,0.74,0.430,—,1.388
trio-utility,geared,20,3,boss,180,200,0.015,0.000,0.985,0.206,47.1,2.98,0.997,—,0.018
trio-utility,geared,20,3,boss,300,200,0.020,0.000,0.980,0.165,51.4,2.98,0.997,—,0.023
trio-utility,geared,20,4,solo,180,200,1.000,0.000,0.000,0.794,6.1,0.00,0.206,—,1.509
trio-utility,geared,20,4,solo,300,200,1.000,0.000,0.000,0.793,6.1,0.00,0.207,—,1.508
trio-utility,geared,20,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,5,solo,180,200,0.165,0.000,0.835,0.323,21.6,2.73,0.947,—,0.207
trio-utility,geared,20,5,solo,300,200,0.205,0.000,0.795,0.327,21.4,2.69,0.933,—,0.258
trio-utility,geared,20,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,20,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-utility,geared,35,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-utility,geared,35,1,pack,180,200,1.000,0.000,0.000,0.990,2.1,0.00,0.010,—,1.704
trio-utility,geared,35,1,pack,300,200,1.000,0.000,0.000,0.989,2.1,0.00,0.011,—,1.704
trio-utility,geared,35,1,boss,180,200,1.000,0.000,0.000,0.977,4.0,0.00,0.023,—,1.697
trio-utility,geared,35,1,boss,300,200,1.000,0.000,0.000,0.977,3.9,0.00,0.023,—,1.697
trio-utility,geared,35,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-utility,geared,35,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-utility,geared,35,2,pack,180,200,1.000,0.000,0.000,0.959,3.6,0.00,0.041,—,1.687
trio-utility,geared,35,2,pack,300,200,1.000,0.000,0.000,0.959,3.6,0.00,0.041,—,1.687
trio-utility,geared,35,2,boss,180,200,1.000,0.000,0.000,0.940,6.5,0.00,0.060,—,1.676
trio-utility,geared,35,2,boss,300,200,1.000,0.000,0.000,0.940,6.5,0.00,0.060,—,1.676
trio-utility,geared,35,3,solo,180,200,1.000,0.000,0.000,0.976,0.9,0.00,0.024,—,1.697
trio-utility,geared,35,3,solo,300,200,1.000,0.000,0.000,0.976,0.9,0.00,0.024,—,1.697
trio-utility,geared,35,3,pack,180,200,1.000,0.000,0.000,0.843,6.5,0.00,0.157,—,1.621
trio-utility,geared,35,3,pack,300,200,1.000,0.000,0.000,0.845,6.4,0.00,0.155,—,1.622
trio-utility,geared,35,3,boss,180,200,1.000,0.000,0.000,0.765,13.4,0.01,0.235,—,1.576
trio-utility,geared,35,3,boss,300,200,1.000,0.000,0.000,0.764,13.5,0.01,0.236,—,1.575
trio-utility,geared,35,4,solo,180,200,1.000,0.000,0.000,0.904,3.6,0.00,0.096,—,1.655
trio-utility,geared,35,4,solo,300,200,1.000,0.000,0.000,0.904,3.5,0.00,0.096,—,1.655
trio-utility,geared,35,4,pack,180,200,0.970,0.000,0.030,0.454,26.4,1.15,0.560,—,1.357
trio-utility,geared,35,4,pack,300,200,0.960,0.000,0.040,0.455,26.4,1.14,0.563,—,1.343
trio-utility,geared,35,4,boss,180,200,0.085,0.000,0.915,0.122,51.6,2.88,0.990,—,0.103
trio-utility,geared,35,4,boss,300,200,0.140,0.000,0.860,0.127,50.8,2.82,0.982,—,0.170
trio-utility,geared,35,5,solo,180,200,1.000,0.000,0.000,0.727,7.5,0.28,0.273,—,1.555
trio-utility,geared,35,5,solo,300,200,1.000,0.000,0.000,0.724,7.6,0.34,0.276,—,1.553
trio-utility,geared,35,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,35,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,geared,50,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,geared,50,1,pack,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,geared,50,1,pack,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,geared,50,1,boss,180,200,1.000,0.000,0.000,0.988,2.8,0.00,0.012,—,1.793
trio-utility,geared,50,1,boss,300,200,1.000,0.000,0.000,0.989,2.8,0.00,0.011,—,1.793
trio-utility,geared,50,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,geared,50,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,geared,50,2,pack,180,200,1.000,0.000,0.000,0.982,2.4,0.00,0.018,—,1.789
trio-utility,geared,50,2,pack,300,200,1.000,0.000,0.000,0.982,2.4,0.00,0.018,—,1.789
trio-utility,geared,50,2,boss,180,200,1.000,0.000,0.000,0.969,4.3,0.00,0.031,—,1.782
trio-utility,geared,50,2,boss,300,200,1.000,0.000,0.000,0.969,4.2,0.00,0.031,—,1.782
trio-utility,geared,50,3,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,geared,50,3,solo,300,200,1.000,0.000,0.000,0.999,0.0,0.00,0.001,—,1.799
trio-utility,geared,50,3,pack,180,200,1.000,0.000,0.000,0.941,4.2,0.00,0.059,—,1.765
trio-utility,geared,50,3,pack,300,200,1.000,0.000,0.000,0.940,4.2,0.00,0.060,—,1.764
trio-utility,geared,50,3,boss,180,200,1.000,0.000,0.000,0.881,9.2,0.00,0.119,—,1.729
trio-utility,geared,50,3,boss,300,200,1.000,0.000,0.000,0.882,9.1,0.00,0.118,—,1.729
trio-utility,geared,50,4,solo,180,200,1.000,0.000,0.000,0.967,1.9,0.00,0.033,—,1.780
trio-utility,geared,50,4,solo,300,200,1.000,0.000,0.000,0.967,1.9,0.00,0.033,—,1.780
trio-utility,geared,50,4,pack,180,200,1.000,0.000,0.000,0.781,8.1,0.02,0.219,—,1.669
trio-utility,geared,50,4,pack,300,200,1.000,0.000,0.000,0.777,8.1,0.02,0.223,—,1.666
trio-utility,geared,50,4,boss,180,200,1.000,0.000,0.000,0.588,22.0,0.88,0.412,—,1.553
trio-utility,geared,50,4,boss,300,200,1.000,0.000,0.000,0.571,23.2,0.92,0.429,—,1.543
trio-utility,geared,50,5,solo,180,200,1.000,0.000,0.000,0.866,4.2,0.00,0.134,—,1.720
trio-utility,geared,50,5,solo,300,200,1.000,0.000,0.000,0.862,4.2,0.00,0.138,—,1.717
trio-utility,geared,50,5,pack,180,200,0.225,0.000,0.775,0.144,41.5,2.69,0.968,—,0.289
trio-utility,geared,50,5,pack,300,200,0.145,0.000,0.855,0.163,43.1,2.79,0.976,—,0.188
trio-utility,geared,50,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,6,solo,180,200,0.815,0.000,0.185,0.500,15.9,1.35,0.593,—,1.222
trio-utility,geared,50,6,solo,300,200,0.845,0.000,0.155,0.510,15.6,1.28,0.569,—,1.273
trio-utility,geared,50,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,50,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,full-build,1,1,solo,180,200,1.000,0.000,0.000,0.987,1.6,0.00,0.013,—,1.499
trio-utility,full-build,1,1,solo,300,200,1.000,0.000,0.000,0.987,1.6,0.00,0.013,—,1.500
trio-utility,full-build,1,1,pack,180,200,1.000,0.000,0.000,0.878,10.3,0.00,0.122,—,1.445
trio-utility,full-build,1,1,pack,300,200,1.000,0.000,0.000,0.875,10.5,0.00,0.125,—,1.443
trio-utility,full-build,1,1,boss,180,200,1.000,0.000,0.000,0.761,21.1,0.09,0.239,—,1.386
trio-utility,full-build,1,1,boss,300,200,1.000,0.000,0.000,0.758,21.0,0.06,0.242,—,1.385
trio-utility,full-build,1,2,solo,180,200,1.000,0.000,0.000,0.927,4.8,0.00,0.073,—,1.470
trio-utility,full-build,1,2,solo,300,200,1.000,0.000,0.000,0.928,4.8,0.00,0.072,—,1.470
trio-utility,full-build,1,2,pack,180,200,0.965,0.000,0.035,0.327,34.2,1.28,0.684,—,1.127
trio-utility,full-build,1,2,pack,300,200,0.950,0.000,0.050,0.346,33.3,1.31,0.671,—,1.119
trio-utility,full-build,1,2,boss,180,200,0.010,0.000,0.990,0.039,60.0,2.99,1.000,—,0.010
trio-utility,full-build,1,2,boss,300,200,0.010,0.000,0.990,0.051,55.7,2.98,0.999,—,0.010
trio-utility,full-build,1,3,solo,180,200,1.000,0.000,0.000,0.708,11.8,0.29,0.292,—,1.360
trio-utility,full-build,1,3,solo,300,200,1.000,0.000,0.000,0.710,11.7,0.28,0.290,—,1.360
